campaign_id,date,impressions,clicks,leads,spend
CAMP0003,,8910.0,210,26,1722.96
CAMP0003,08-03-2026,10841.0,380,47,8775.24
CAMP0003,2026-03-09,8961.0,85,2,1265.15
CAMP0003,2026-03-10,25481.0,1349,65,59402.69
CAMP0003,11 Mar 2026,2632.0,108,9,2939.17
CAMP0003,2026-03-12,4289.0,75,11,3299.38
CAMP0003,2026-03-13,2373.0,21,0,321.45
CAMP0003,2026-03-14,10025.0,528,60,18325.96
CAMP0003,03/15/2026,930.0,55,1,2182.47
CAMP0003,03/16/2026,3010.0,87,9,2128.61
CAMP0003,17-03-2026,1289.0,71,3,2124.23
CAMP0003,2026-03-18,4124.0,186,6,6255.74
CAMP0003,2026-03-19,8482.0,157,20,3581.52
CAMP0003,2026-03-20,5271.0,130,12,1500.32
CAMP0003,2026-03-21,8792.0,361,22,12973.95
CAMP0003,22-03-2026,6228.0,363,28,5242.45
CAMP0003,23-03-2026,8067.0,150,15,"₹4,990.66"
CAMP0003,03/24/2026,5023.0,228,24,5468.63
CAMP0003,2026-03-25,5020.0,247,23,9813.52
CAMP0003,03/26/2026,5416.0,44,3,1868.43
CAMP0003,,5703.0,66,5,2795.43
CAMP0003,28-03-2026,7081.0,93,13,"₹4,055.24"
CAMP0003,29-03-2026,756.0,43,4,1707.82
CAMP0003,2026-03-30,13262.0,552,21,3421.82
CAMP0003,31-03-2026,106.0,4,0,127.75
CAMP0003,04/01/2026,3936.0,58,6,2234.43
CAMP0003,2026-04-02,22240.0,946,80,28109.34
CAMP0003,2026-04-03,7759.0,436,47,"$13,978.39"
CAMP0003,04/04/2026,13697.0,564,40,"₹17,511.82"
CAMP0003,2026-04-05,8354.0,63,9,1340.41
CAMP0003,06-04-2026,3480.0,167,15,5767.84
CAMP0003,2026-04-07,5483.0,228,28,8092.04
CAMP0003,08-04-2026,12987.0,376,47,3687.94
CAMP0003,2026-04-09,5812.0,146,10,4791.53
CAMP0003,04/10/2026,6747.0,200,10,3986.01
CAMP0003,11-04-2026,19248.0,23097,1602,"₹913,101.69"
CAMP0003,12-04-2026,13359.0,418,9,-7795.66
CAMP0003,2026-04-13,1757.0,60,5,"$2,135.72"
CAMP0003,2026-04-14,1268.0,56,8,320.84
CAMP0003,2026-04-15,11403.0,638,17,27036.81
CAMP0003,16-04-2026,8226.0,87,7,1328.58
CAMP0003,2026-04-17,2753.0,95,5,2794.27
CAMP0003,18-04-2026,2437.0,48,3,474.02
CAMP0003,2026-04-19,9929.0,336,37,3116.43
CAMP0003,2026-04-20,2812.0,53,7,1290.12
CAMP0003,21-04-2026,7891.0,314,45,9126.24
CAMP0003,2026-04-22,16483.0,884,43,11917.91
CAMP0003,2026-04-23,1730.0,94,6,1360.63
CAMP0003,2026-04-24,20397.0,410,52,8999.31
CAMP0003,2026-04-25,3758.0,112,10,1312.7
CAMP0003,2026-04-26,8213.0,430,20,3796.29
CAMP0003,2026-04-27,6895.0,241,12,"₹4,973.33"
CAMP0003,28-04-2026,5935.0,191,28,1997.4
CAMP0003,29-04-2026,3318.0,147,16,6563.59
CAMP0003,30-04-2026,19218.0,206,23,5795.91
CAMP0003,2026-05-01,4894.0,5872,263,105313.51
CAMP0003,2026-05-02,5669.0,139,4,3580.97
CAMP0003,05/03/2026,7948.0,324,28,5823.37
CAMP0003,2026-05-04,1427.0,59,8,1856.94
CAMP0003,2026-05-05,19570.0,162,15,7015.41
CAMP0003,2026-05-06,9073.0,389,17,10282.48
CAMP0003,2026-05-07,6108.0,147,15,5412.25
CAMP0003,08-05-2026,3003.0,53,3,$588.12
CAMP0003,2026-05-09,15098.0,593,18,20880.01
CAMP0003,2026-05-10,,374,45,12472.82
CAMP0003,2026-05-11,3375.0,190,17,3271.98
CAMP0003,2026-05-12,1884.0,55,5,1409.49
CAMP0003,13-05-2026,6635.0,343,16,14482.77
CAMP0003,14-05-2026,12001.0,599,41,24031.26
CAMP0003,2026-05-15,8145.0,177,5,3738.1
CAMP0003,2026-05-16,8469.0,366,23,16112.93
CAMP0003,2026-05-17,13993.0,733,102,17945.66
CAMP0003,2026-05-18,9430.0,443,18,11120.47
CAMP0003,2026-05-19,2540.0,22,0,228.95
CAMP0003,2026-05-20,5211.0,183,26,4080.88
CAMP0003,21-05-2026,7005.0,75,7,1023.11
CAMP0003,22 May 2026,784.0,31,1,231.07
CAMP0003,2026-05-23,5624.0,335,9,10988.47
CAMP0003,05/24/2026,4159.0,90,2,2941.78
CAMP0003,2026-05-25,4761.0,157,23,5896.73
CAMP0003,2026-05-26,1467.0,49,3,501.19
CAMP0003,2026-05-27,12575.0,373,16,7351.97
CAMP0003,2026-05-28,15051.0,712,15,-15412.07
CAMP0003,2026-05-29,5161.0,31,1,1097.76
CAMP0003,2026-05-30,7244.0,41,2,1805.43
CAMP0003,2026-05-31,2397.0,138,11,-1295.74
CAMP0003,06/01/2026,803.0,8,0,88.02
CAMP0003,06/02/2026,23972.0,1092,89,21878.8
CAMP0003,06/03/2026,3092.0,167,24,6091.51
CAMP0003,2026-06-04,467.0,20,1,303.74
CAMP0003,06/05/2026,6220.0,256,34,7799.5
CAMP0003,06 Jun 2026,12646.0,109,9,1199.74
CAMP0003,07-06-2026,7134.0,52,1,1749.95
CAMP0003,2026-06-08,20100.0,179,3,7743.55
CAMP0003,2026-06-09,3321.0,80,9,"₹2,516.39"
CAMP0003,10-06-2026,15874.0,231,7,7256.2
CAMP0003,11-06-2026,3389.0,32,4,538.17
CAMP0003,2026-06-12,12318.0,484,33,6402.11
CAMP0003,2026-06-13,8226.0,332,29,2217.11
CAMP0003,14-06-2026,2938.0,143,8,6320.43
CAMP0003,2026-06-15,17362.0,861,90,8716.62
CAMP0003,2026-06-16,20943.0,1173,57,23327.08
CAMP0003,2026-06-17,1117.0,63,3,621.18
CAMP0003,2026-06-18,818.0,43,4,$706.76
CAMP0003,2026-06-19,8363.0,464,24,16333.58
CAMP0003,2026-06-20,8136.0,417,47,15036.14
CAMP0003,06/21/2026,2612.0,154,21,"₹1,035.95"
CAMP0003,2026-06-22,9615.0,117,13,4412.24
CAMP0003,2026-06-23,6825.0,309,27,8841.7
CAMP0003,24 Jun 2026,,33,3,1074.33
CAMP0003,2026-06-25,8511.0,117,9,628.67
CAMP0003,26-06-2026,12479.0,560,83,5021.59
CAMP0003,,15774.0,560,64,16598.07
CAMP0003,2026-06-28,4712.0,115,14,3124.44
CAMP0003,06/29/2026,1632.0,35,4,1569.87
CAMP0003,30-06-2026,2430.0,72,8,"₹2,912.24"
CAMP0003,,1179.0,51,1,1518.96
CAMP0003,02-07-2026,17377.0,845,27,24106.24
CAMP0003,03-07-2026,25884.0,955,88,26192.22
CAMP0004,2024-10-07,5251.0,221,27,"₹3,490.22"
CAMP0004,2024-10-08,6630.0,54,3,1965.38
CAMP0004,2024-10-09,15999.0,773,67,"₹17,475.95"
CAMP0004,2024-10-10,4676.0,46,2,1330.73
CAMP0004,2024-10-11,3058.0,183,25,5618.58
CAMP0004,10/12/2024,21643.0,249,18,"₹9,609.43"
CAMP0004,2024-10-13,2509.0,91,8,1126.49
CAMP0004,2024-10-14,1712.0,10,1,159.23
CAMP0004,15-10-2024,2254.0,48,6,737.85
CAMP0004,,13550.0,206,25,4805.46
CAMP0004,2024-10-17,5709.0,70,2,2388.23
CAMP0004,2024-10-18,5869.0,80,7,833.13
CAMP0004,2024-10-19,11456.0,100,2,1628.75
CAMP0004,2024-10-20,15221.0,282,38,4224.88
CAMP0004,10/21/2024,12584.0,600,17,14701.71
CAMP0004,2024-10-22,3319.0,28,3,295.95
CAMP0004,2024-10-23,348.0,18,0,567.93
CAMP0004,24-10-2024,12353.0,442,62,3133.92
CAMP0004,2024-10-25,1415.0,83,4,"$2,586.86"
CAMP0004,26-10-2024,4290.0,154,12,6757.55
CAMP0004,2024-10-27,1320.0,17,0,255.66
CAMP0004,2024-10-28,14671.0,526,46,5044.74
CAMP0004,2024-10-29,9135.0,401,36,3315.87
CAMP0004,30-10-2024,10924.0,345,14,14775.63
CAMP0004,10/31/2024,9184.0,253,26,6784.77
CAMP0004,2024-11-01,12508.0,415,51,9698.38
CAMP0004,2024-11-02,3856.0,89,10,2294.01
CAMP0004,03 Nov 2024,3332.0,177,23,7048.7
CAMP0004,2024-11-04,5270.0,250,5,1902.05
CAMP0004,05-11-2024,1414.0,77,6,1918.26
CAMP0004,,8331.0,215,25,9369.5
CAMP0004,2024-11-07,3489.0,117,6,4295.56
CAMP0004,2024-11-08,21773.0,583,81,15345.23
CAMP0004,2024-11-09,13943.0,603,74,10655.29
CAMP0004,11/10/2024,5083.0,275,28,3048.15
CAMP0004,11 Nov 2024,4791.0,186,5,7495.18
CAMP0004,11/12/2024,6792.0,190,28,6026.19
CAMP0004,2024-11-13,16941.0,239,32,5281.8
CAMP0004,2024-11-14,14870.0,802,24,27476.41
CAMP0004,2024-11-15,30972.0,1616,204,43036.91
CAMP0004,2024-11-16,2702.0,135,10,"₹2,607.11"
CAMP0004,2024-11-17,14455.0,730,46,8723.84
CAMP0004,18-11-2024,12017.0,218,8,4124.05
CAMP0004,2024-11-19,9907.0,457,47,13635.57
CAMP0004,2024-11-20,13264.0,780,79,"₹7,839.46"
CAMP0004,2024-11-21,4676.0,5611,612,43685.26
CAMP0004,22-11-2024,8239.0,420,23,12900.42
CAMP0004,2024-11-23,5417.0,179,10,2417.53
CAMP0004,11/24/2024,9688.0,456,55,"₹14,409.32"
CAMP0004,2024-11-25,7637.0,419,44,11487.98
CAMP0004,2024-11-26,6004.0,315,28,6368.05
CAMP0004,2024-11-27,2794.0,30,2,200.43
CAMP0004,2024-11-28,,445,25,"₹18,436.71"
CAMP0004,2024-11-29,7699.0,379,8,16491.21
CAMP0004,11/30/2024,2908.0,59,7,560.69
CAMP0004,01-12-2024,13994.0,486,15,"$7,132.42"
CAMP0004,2024-12-02,6566.0,248,14,"₹4,215.20"
CAMP0004,03 Dec 2024,5220.0,39,5,1524.53
CAMP0004,04 Dec 2024,12876.0,195,5,2843.18
CAMP0004,2024-12-05,19976.0,137,13,6140.0
CAMP0004,,7034.0,356,34,3416.65
CAMP0004,2024-12-07,14646.0,805,86,30728.03
CAMP0004,,7694.0,220,13,4924.44
CAMP0004,2024-12-09,13287.0,506,68,"$11,504.01"
CAMP0004,10-12-2024,18939.0,826,42,21058.5
CAMP0004,2024-12-11,16023.0,418,34,12995.19
CAMP0004,2024-12-12,7323.0,240,24,1880.95
CAMP0004,13-12-2024,9939.0,247,20,1686.01
CAMP0004,,4686.0,108,8,"₹1,387.14"
CAMP0004,2024-12-15,3692.0,75,3,1924.72
CAMP0004,2024-12-16,5194.0,189,16,"₹3,163.78"
CAMP0004,12/17/2024,3488.0,93,2,2760.49
CAMP0004,2024-12-18,5151.0,273,22,9033.67
CAMP0004,19 Dec 2024,3342.0,40,2,831.32
CAMP0004,2024-12-20,1017.0,45,4,781.87
CAMP0004,21-12-2024,1376.0,79,10,399.95
CAMP0004,2024-12-22,4470.0,36,3,"₹1,168.69"
CAMP0004,2024-12-23,7453.0,194,15,3833.85
CAMP0004,2024-12-24,5634.0,50,1,959.54
CAMP0004,25-12-2024,2757.0,115,12,2239.83
CAMP0004,2024-12-26,6170.0,340,33,13582.3
CAMP0004,12/27/2024,6764.0,78,10,597.3
CAMP0004,2024-12-28,2332.0,65,3,1588.6
CAMP0004,29-12-2024,7243.0,53,1,1449.32
CAMP0004,2024-12-30,15571.0,802,88,17802.19
CAMP0004,2024-12-31,3119.0,62,3,2266.68
CAMP0004,01 Jan 2025,16752.0,873,121,19415.0
CAMP0004,01/02/2025,5457.0,202,13,"₹5,866.68"
CAMP0004,01/03/2025,13546.0,192,14,2055.12
CAMP0004,04-01-2025,14341.0,344,13,2070.16
CAMP0004,01/05/2025,15980.0,142,10,2477.72
CAMP0004,2025-01-06,16783.0,643,43,8819.2
CAMP0004,2025-01-07,6531.0,83,6,506.42
CAMP0004,08 Jan 2025,8220.0,476,33,3122.48
CAMP0004,09-01-2025,6220.0,39,4,910.3
CAMP0004,10-01-2025,4932.0,268,9,11587.45
CAMP0004,11-01-2025,10952.0,552,81,9127.99
CAMP0004,01/12/2025,5087.0,134,9,2494.47
CAMP0004,2025-01-13,2206.0,76,9,2914.3
CAMP0004,2025-01-14,7432.0,160,8,2045.59
CAMP0004,15-01-2025,5835.0,339,31,6404.08
CAMP0004,2025-01-16,4513.0,57,4,1712.81
CAMP0004,01/17/2025,5296.0,208,19,6203.9
CAMP0004,18-01-2025,4610.0,143,12,2017.73
CAMP0004,,2010.0,110,12,2896.9
CAMP0004,2025-01-20,4967.0,100,13,"₹4,276.17"
CAMP0004,2025-01-21,8220.0,250,36,6084.07
CAMP0004,2025-01-22,8073.0,167,7,5923.81
CAMP0004,2025-01-23,13657.0,452,37,12697.2
CAMP0004,2025-01-24,14928.0,545,78,7095.34
CAMP0004,2025-01-25,5073.0,263,20,10225.11
CAMP0004,26-01-2025,5992.0,236,33,1360.46
CAMP0004,2025-01-27,13307.0,569,64,18607.04
CAMP0004,01/28/2025,4765.0,5718,321,76782.44
CAMP0004,2025-01-29,3505.0,19,2,609.38
CAMP0004,30 Jan 2025,4265.0,194,24,"₹6,716.09"
CAMP0004,2025-01-31,12140.0,563,67,17645.33
CAMP0004,,10163.0,100,8,810.6
CAMP0004,02/02/2025,,253,7,4795.06
CAMP0004,2025-02-03,7233.0,64,9,1657.8
CAMP0004,2025-02-04,5994.0,55,4,2022.93
CAMP0004,2025-02-05,5783.0,6939,405,99195.59
CAMP0004,2025-02-06,7101.0,349,49,"$7,400.23"
CAMP0004,07-02-2025,5329.0,92,9,4062.65
CAMP0004,2025-02-08,10501.0,259,26,2568.46
CAMP0004,09-02-2025,6707.0,249,25,1959.89
CAMP0004,2025-02-10,13309.0,243,27,9210.04
CAMP0004,02/11/2025,7964.0,102,12,1617.35
CAMP0004,2025-02-12,16536.0,341,12,"₹10,292.17"
